488.000;1646218197394191.2
379.000;1646218218675560.5
382.000;1646218220041546.8
382.000;1646218221140270.0
384.000;1646218221568056.2
387.000;1646218224375108.5
389.000;1646218225499711.5
389.000;1646218226110652.5
389.000;1646218226249030.8
393.000;1646218228688360.8
393.000;1646218228781661.8
396.000;1646218231502572.0
397.000;1646218231780072.0
396.000;1646218231880351.8
398.000;1646218232999661.8
401.000;1646218234565971.0
401.000;1646218234920478.2
401.000;1646218235583144.0
402.000;1646218236569308.5
402.000;1646218237080065.2
403.000;1646218238250445.0
403.000;1646218238344206.5
404.000;1646218239096337.0
405.000;1646218240084352.2
406.000;1646218241537022.2
406.000;1646218242098183.0
409.000;1646218242568497.8
408.000;1646218243592791.8
410.000;1646218243688440.0
410.000;1646218244068857.8
412.000;1646218247211187.8
413.000;1646218248375409.5
414.000;1646218249187492.2
414.000;1646218249360653.2
416.000;1646218251048755.2
414.000;1646218251141525.2
415.000;1646218251333165.5
417.000;1646218251566808.2
416.000;1646218251653776.0
418.000;1646218254046490.8
417.000;1646218254577861.8
422.000;1646218255551586.8
423.000;1646218255923367.2
423.000;1646218257562127.8
423.000;1646218258124890.8
426.000;1646218260046711.8
430.000;1646218265252972.5
430.000;1646218266563245.0
430.000;1646218267084740.8
430.000;1646218267179288.5
429.000;1646218267274975.8
430.000;1646218267738560.2
430.000;1646218267835409.0
432.000;1646218268539000.0
433.000;1646218269938050.5
433.000;1646218271630013.8
434.000;1646218271728512.2
434.000;1646218272346637.8
434.000;1646218272469040.5
435.000;1646218273654922.8
435.000;1646218273782375.8
436.000;1646218276389615.2
438.000;1646218279163163.0
439.000;1646218280401471.5
439.000;1646218280926961.0
439.000;1646218281117278.2
440.000;1646218284626548.5
446.000;1646218291471561.5
446.000;1646218293954774.8
447.000;1646218297330352.8
447.000;1646218297587955.5
447.000;1646218298173152.5
447.000;1646218298648710.2
449.000;1646218302067224.5
449.000;1646218302583064.8
449.000;1646218303576964.8
449.000;1646218304086925.8
450.000;1646218305095063.5
450.000;1646218306333076.5
450.000;1646218306569889.0
450.000;1646218308080438.2
450.000;1646218308182821.0
451.000;1646218312568153.8
452.000;1646218317067032.0
453.000;1646218319079549.0
456.000;1646218323492663.2
457.000;1646218323581298.0
457.000;1646218325411278.5
457.000;1646218327799979.5
459.000;1646218332400707.0
460.000;1646218334596432.0
460.000;1646218336835942.2
459.000;1646218336994296.8
459.000;1646218337251332.2
460.000;1646218338510573.8
461.000;1646218339700304.0
461.000;1646218340220330.0
461.000;1646218340467988.5
461.000;1646218343969700.0
464.000;1646218360254959.8
464.000;1646218360487483.2
464.000;1646218362829518.2
463.000;1646218363699548.8
464.000;1646218364597599.8
465.000;1646218365301864.5
465.000;1646218366160211.0
466.000;1646218370994577.5
466.000;1646218373633670.2
468.000;1646218380101747.8
469.000;1646218382599971.5
469.000;1646218382826072.5
471.000;1646218389206172.8
473.000;1646218397090702.8
473.000;1646218397970305.0
473.000;1646218399271226.2
473.000;1646218405395675.0
475.000;1646218405947984.8
474.000;1646218409753767.5
476.000;1646218414682556.8
476.000;1646218421372479.5
476.000;1646218423391849.5
476.000;1646218423729047.2
476.000;1646218423815096.0
475.000;1646218425021532.2
476.000;1646218425322677.5
476.000;1646218427943162.8
476.000;1646218428068514.8
477.000;1646218428279937.8
476.000;1646218428627111.0
477.000;1646218429084811.2
476.000;1646218430446648.2
477.000;1646218433073603.8
476.000;1646218434923222.8
477.000;1646218437746259.8
477.000;1646218440578790.8
478.000;1646218446822109.8
477.000;1646218447692856.2
478.000;1646218448836079.5
480.000;1646218450717383.0
480.000;1646218457488715.5
480.000;1646218458124036.2
478.000;1646218459452072.0
480.000;1646218460291952.8
480.000;1646218461593751.2
480.000;1646218463818294.0
480.000;1646218467729796.8
480.000;1646218468936886.8
481.000;1646218472284658.8
481.000;1646218486583974.0
480.000;1646218487050393.0
480.000;1646218488062408.0
481.000;1646218496562655.2
480.000;1646218496654668.5
483.000;1646218497594474.8
481.000;1646218497778974.8
482.000;1646218501441667.8
483.000;1646218506071772.5
483.000;1646218517508152.0
484.000;1646218517775599.8
483.000;1646218517965813.0
483.000;1646218519195729.8
484.000;1646218520435201.0
484.000;1646218520447912.8
483.000;1646218520449213.0
484.000;1646218522649372.8
483.000;1646218526443919.5
483.000;1646218528273778.5
484.000;1646218534111116.8
484.000;1646218534804977.8
485.000;1646218543296903.0
485.000;1646218545306390.8
485.000;1646218545401931.0
485.000;1646218545733611.2
486.000;1646218555683896.0
486.000;1646218558556572.2
486.000;1646218564926705.2
485.000;1646218566549033.5
486.000;1646218569609390.0
487.000;1646218572031715.8
486.000;1646218577241274.0
487.000;1646218579859935.5
486.000;1646218582226496.5
487.000;1646218583843721.8
487.000;1646218586140988.5
486.000;1646218587592799.0
486.000;1646218587873541.5
487.000;1646218589804799.5
486.000;1646218590826535.8
487.000;1646218590966030.8
486.000;1646218591587790.0
486.000;1646218594199421.5
488.000;1646218594389839.8
488.000;1646218604041536.5
487.000;1646218608590137.2
487.000;1646218611645461.5
487.000;1646218612973388.5
487.000;1646218614026051.8
487.000;1646218614588168.8
487.000;1646218616040310.8
487.000;1646218620538370.8
487.000;1646218621526626.8
487.000;1646218766880480.0
487.000;1646218767922807.2
489.000;1646218768743948.0
487.000;1646218769765299.5
489.000;1646218773680871.5
490.000;1646218773931585.5
492.000;1646218775047954.2
493.000;1646218779480777.2
492.000;1646218779864586.0
493.000;1646218782493175.2
493.000;1646218782985047.8
493.000;1646218784354523.2
492.000;1646218785984940.5
493.000;1646218787662114.5
492.000;1646218788522268.0
492.000;1646218789115725.8
493.000;1646218791812198.5
493.000;1646218792261342.2
490.000;1646218794696127.0
497.000;1646218798644030.2
495.000;1646218799668166.8
494.000;1646218800156904.5
493.000;1646218803690292.2
493.000;1646218803849245.2
493.000;1646218805633317.8
493.000;1646218806665576.2
494.000;1646218808294568.8
494.000;1646218809549030.8
492.000;1646218809727468.2
493.000;1646218810584447.0
494.000;1646218811719346.2
494.000;1646218812105134.5
494.000;1646218812178852.2
493.000;1646218813820385.5
494.000;1646218814242252.0
495.000;1646218817661667.5
495.000;1646218818658808.0
494.000;1646218820355380.5
494.000;1646218823820262.8
